iter,firing_rate,mean_abs_dW
0,4.036458278733335e-07,0.34166261553764343
1,0.0,1.028584756568307e-05
2,0.0,1.0275552995153703e-05
3,0.0,1.0265304808854125e-05
4,0.0,1.0254996595904231e-05
5,0.0,1.024471021082718e-05
6,0.0,1.0234512956230901e-05
7,0.0,1.0224274774373043e-05
8,0.0,1.0214022040599957e-05
9,0.0,1.0203764759353362e-05
10,0.0,1.0193622983933892e-05
11,0.0,1.0183406629948877e-05
12,0.0,1.0173268492508214e-05
13,0.0,1.0163048500544392e-05
14,0.0,1.0152912182093132e-05
15,0.0,1.0142782230104785e-05
16,0.0,1.0132539500773419e-05
17,0.0,1.0122549610969145e-05
18,0.0,1.0112422387464903e-05
19,0.0,1.0102302439918276e-05
20,0.0,1.009219886327628e-05
21,0.0,1.008212348097004e-05
22,0.0,1.007198716251878e-05
23,0.0,1.0061985449283384e-05
24,0.0,1.005189824354602e-05
25,0.0,1.0041808309324551e-05
26,0.0,1.0031821148004383e-05
27,0.0,1.0021681191574316e-05
28,0.0,1.001171040115878e-05
29,0.0,1.0001683222071733e-05
30,0.0,9.991594197344966e-06
31,0.0,9.981667062675115e-06
32,0.0,9.971726285584737e-06
33,0.0,9.961769137589727e-06
34,0.0,9.951783795258962e-06
35,0.0,9.941772987076547e-06
36,0.0,9.931857675837819e-06
37,0.0,9.921984201355372e-06
38,0.0,9.912053428706713e-06
39,0.0,9.902201782097109e-06
40,0.0,9.892242815112695e-06
41,0.0,9.882357517199125e-06
42,0.0,9.872504961094819e-06
43,0.0,9.862547813099809e-06
44,0.0,9.852772564045154e-06
45,0.0,9.842826329986565e-06
46,0.0,9.833031981543172e-06
47,0.0,9.823213986237533e-06
48,0.0,9.813354154175613e-06
49,0.0,9.803552529774606e-06
50,0.0,9.79370997811202e-06
51,0.0,9.783919267647434e-06
52,0.0,9.774230420589447e-06
53,0.0,9.764465175976511e-06
54,0.0,9.75466628005961e-06
55,0.0,9.744874660100322e-06
56,0.0,9.735140338307247e-06
57,0.0,9.725453310238663e-06
58,0.0,9.7157253549085e-06
59,0.0,9.705936463433318e-06
60,0.0,9.69623670243891e-06
61,0.0,9.686542398412712e-06
62,0.0,9.676796253188513e-06
63,0.0,9.667203812568914e-06
64,0.0,9.65759863902349e-06
65,0.0,9.647833394410554e-06
66,0.0,9.638255505706184e-06
67,0.0,9.628644875192549e-06
68,0.0,9.618967851565685e-06
69,0.0,9.609334483684506e-06
70,0.0,9.599686563888099e-06
71,0.0,9.590183253749274e-06
72,0.0,9.580498044670094e-06
73,0.0,9.570986549078953e-06
74,0.0,9.561420483805705e-06
75,0.0,9.551786206429824e-06
76,0.0,9.542328371026088e-06
77,0.0,9.532710464554839e-06
78,0.0,9.523232620267663e-06
79,0.0,9.513621989754029e-06
80,0.0,9.504159606876783e-06
81,0.0,9.494729965808801e-06
82,0.0,9.485201189818326e-06
83,0.0,9.47571788856294e-06
84,0.0,9.466109077038709e-06
85,0.0,9.456754014536273e-06
86,0.0,9.447182492294814e-06
87,0.0,9.43786926654866e-06
88,0.0,9.428443263459485e-06
89,0.0,9.41897633310873e-06
90,0.0,9.409560334461275e-06
91,0.0,9.400156159244943e-06
92,0.0,9.390778359374963e-06
93,0.0,9.381364179716911e-06
94,0.0,9.371981832373422e-06
95,0.0,9.362619493913371e-06
96,0.0,9.353231689601671e-06
97,0.0,9.343857527710497e-06
98,0.0,9.334518836112693e-06
99,0.0,9.325184691988397e-06
100,0.0,9.315878742199857e-06
101,0.0,9.306583706347737e-06
102,0.0,9.297215001424775e-06
103,0.0,9.287919965572655e-06
104,0.0,9.278672223445028e-06
105,0.0,9.269415386370383e-06
106,0.0,9.260145816369914e-06
107,0.0,9.250862603948917e-06
108,0.0,9.241582120012026e-06
109,0.0,9.232359843736049e-06
110,0.0,9.223113920597825e-06
111,0.0,9.213895282300655e-06
112,0.0,9.20471029530745e-06
113,0.0,9.195498932967894e-06
114,0.0,9.186318493448198e-06
115,0.0,9.177117135550361e-06
116,0.0,9.167923053610139e-06
117,0.0,9.158740795101039e-06
118,0.0,9.14957945497008e-06
119,0.0,9.14046358957421e-06
120,0.0,9.131309525400866e-06
121,0.0,9.122150913754012e-06
122,0.0,9.113021405937616e-06
123,0.0,9.103917363972869e-06
124,0.0,9.094860615732614e-06
125,0.0,9.085791134566534e-06
126,0.0,9.07666799321305e-06
127,0.0,9.067520295502618e-06
128,0.0,9.058455361810047e-06
