iter,firing_rate,mean_abs_dW
0,2.1158854224267998e-07,0.32785266637802124
1,0.0,1.571294887980912e-05
2,0.0,1.5697141861892305e-05
3,0.0,1.568140578456223e-05
4,0.0,1.566556420584675e-05
5,0.0,1.5649924534955062e-05
6,3.2552083251147224e-09,0.003177560167387128
7,0.0,1.2456845979613718e-05
8,0.0,1.2444300409697462e-05
9,0.0,1.2431924005795736e-05
10,0.0,1.241940935869934e-05
11,0.0,1.2407182111928705e-05
12,0.0,1.2394540135574061e-05
13,0.0,1.2382291970425285e-05
14,0.0,1.2369753676466644e-05
15,0.0,1.2357422747300006e-05
16,0.0,1.2345013601589017e-05
17,0.0,1.233279090229189e-05
18,0.0,1.2320513633312657e-05
19,0.0,1.2308160876273178e-05
20,0.0,1.2295900887693278e-05
21,0.0,1.2283369869692251e-05
22,0.0,1.2271064406377263e-05
23,3.2552083251147224e-09,0.0028672292828559875
24,0.0,9.39165965974098e-06
25,0.0,9.382342796016019e-06
26,0.0,9.372954082209617e-06
27,0.0,9.363559001940303e-06
28,0.0,9.354145731776953e-06
29,0.0,9.344989848614205e-06
30,0.0,9.335388313047588e-06
31,0.0,9.326260624220595e-06
32,0.0,9.316976502304897e-06
33,0.0,9.307613254350144e-06
34,0.0,9.29819270822918e-06
35,0.0,9.288962246500887e-06
36,0.0,9.27983273868449e-06
37,0.0,9.270333976019174e-06
38,0.0,9.261077138944529e-06
39,0.0,9.25181848288048e-06
40,0.0,9.242613487003837e-06
41,0.0,9.233380296791438e-06
42,0.0,9.22419349080883e-06
43,0.0,9.215064892487135e-06
44,0.0,9.205729838868137e-06
45,0.0,9.196499377139844e-06
46,0.0,9.187316209136043e-06
47,0.0,9.178059372061398e-06
48,0.0,9.168926226266194e-06
49,0.0,9.159901310340501e-06
50,0.0,9.150642654276453e-06
51,0.0,9.141437658399809e-06
52,0.0,9.132490959018469e-06
53,0.0,9.123155905399472e-06
54,0.0,9.114052772929426e-06
55,0.0,9.104899618250784e-06
56,0.0,9.095849236473441e-06
57,0.0,9.0867997641908e-06
58,0.0,9.077619324671105e-06
59,0.0,9.06854256754741e-06
60,0.0,9.05957040231442e-06
61,0.0,9.050365406437777e-06
62,0.0,9.041341400006786e-06
63,0.0,9.032394700625446e-06
64,0.0,9.023347047332209e-06
65,0.0,9.014323040901218e-06
66,0.0,9.005428182717878e-06
67,0.0,8.996300493890885e-06
68,0.0,8.987354704004247e-06
69,0.0,8.97840982361231e-06
70,0.0,8.969282134785317e-06
71,0.0,8.96036817721324e-06
72,0.0,8.951474228524603e-06
73,0.0,8.942373824538663e-06
74,0.0,8.933556273404974e-06
75,0.0,8.924714165914338e-06
76,0.0,8.915715625334997e-06
77,0.0,8.906751645554323e-06
78,0.0,8.897859515855089e-06
79,0.0,8.888887350622099e-06
80,0.0,8.880018867785111e-06
81,0.0,8.871177669789176e-06
82,0.0,8.862265531206504e-06
83,0.0,8.853447980072815e-06
84,0.0,8.84470955497818e-06
85,0.0,8.835790140437894e-06
86,0.0,8.827058991300873e-06
87,0.0,8.818035894364584e-06
88,0.0,8.809376595309004e-06
89,0.0,8.80051538842963e-06
90,0.0,8.791750587988645e-06
91,0.0,8.78290938999271e-06
92,0.0,8.774126399657689e-06
93,0.0,8.765182428760454e-06
94,0.0,8.756625902606174e-06
95,0.0,8.7478156274301e-06
96,0.0,8.739000804780517e-06
97,0.0,8.730244189791847e-06
98,0.0,8.721557605895214e-06
99,0.0,8.712879207450897e-06
100,0.0,8.704141691850964e-06
101,0.0,8.695404176251031e-06
102,0.0,8.686724868312012e-06
103,0.0,8.678039193910081e-06
104,0.0,8.669438102515414e-06
